,fip-year,WA,BA,IA,AA,NA,TOM,NH,H
827,5113-2019,18720,123,422,180,10,489,18639,1305
828,5113-2020,17979,127,422,177,10,467,17925,1257
829,5113-2021,18072,133,443,193,11,501,18062,1291
832,5115-2019,59069,2134,657,807,68,1410,58076,6069
833,5115-2020,58286,2120,680,796,74,1390,57166,6180
834,5115-2021,58584,2177,700,803,84,1441,57352,6437
837,5117-2019,6999,923,35,10,6,120,7936,157
838,5117-2020,7187,883,35,13,6,124,8079,169
839,5117-2021,7096,860,33,14,6,126,7955,180
842,5119-2019,223641,148725,1743,9116,215,8878,367869,24449
843,5119-2020,226368,152248,1824,9224,150,9259,373580,25493
844,5119-2021,224697,152476,1825,9319,151,9353,371902,25919
847,5121-2019,17023,216,118,68,331,405,17749,412
848,5121-2020,17298,243,132,87,395,426,18123,458
849,5121-2021,17460,265,136,102,423,479,18360,505
852,5123-2019,10906,13253,203,160,16,439,23612,1365
853,5123-2020,10048,12188,209,156,17,428,21736,1310
854,5123-2021,9885,12001,204,169,19,461,21406,1333
857,5125-2019,107678,10387,787,1651,75,1972,116194,6356
858,5125-2020,108255,10755,781,1698,75,2117,116910,6771
859,5125-2021,108782,11645,796,1748,77,2185,118137,7096
862,5127-2019,9297,72,267,324,5,252,9396,821
863,5127-2020,8884,73,265,319,5,265,9009,802
864,5127-2021,8896,85,269,298,6,268,9011,811
867,5129-2019,7477,41,115,29,2,198,7629,233
868,5129-2020,7438,44,112,31,2,200,7588,239
869,5129-2021,7483,45,114,29,2,207,7635,245
872,5131-2019,104281,9016,3196,6087,281,4827,108960,18728
873,5131-2020,104355,8940,3221,6024,283,4916,108522,19217
874,5131-2021,104723,8998,3274,6065,287,5053,108650,19750
877,5133-2019,14865,705,629,113,220,440,11217,5755
878,5133-2020,13808,656,587,114,176,437,10356,5422
879,5133-2021,13745,661,606,113,200,458,10307,5476
882,5135-2019,16454,178,192,83,8,361,16826,450
883,5135-2020,16481,174,184,89,16,338,16827,455
884,5135-2021,16747,207,199,91,17,361,17172,450
887,5137-2019,12138,56,122,59,5,234,12381,233
888,5137-2020,11902,54,120,58,4,226,12133,231
889,5137-2021,11994,60,127,60,4,236,12245,236
892,5139-2019,24679,12831,208,305,20,634,37101,1576
893,5139-2020,24910,12841,197,301,19,657,37331,1594
894,5139-2021,24459,12720,192,308,20,641,36709,1631
897,5141-2019,15846,113,160,70,4,336,15999,530
898,5141-2020,15081,125,157,71,4,327,15222,543
899,5141-2021,14991,140,158,76,5,324,15129,565
902,5143-2019,205889,9102,3830,6460,7041,7070,198450,40942
903,5143-2020,211911,9426,4083,6492,7393,7357,203803,42859
904,5143-2021,214711,9611,4090,6689,7376,7580,206176,43881
907,5145-2019,72121,3593,559,684,64,1600,75079,3542
908,5145-2020,70399,3467,553,668,64,1659,73238,3572
909,5145-2021,70639,3599,543,657,64,1705,73490,3717
912,5147-2019,4555,1691,34,19,5,127,6294,137
913,5147-2020,4397,1616,33,18,5,131,6080,120
914,5147-2021,4342,1572,32,18,5,147,5985,131
917,5149-2019,20012,490,251,298,17,308,16950,4426
918,5149-2020,18864,496,250,296,18,292,15937,4279
919,5149-2021,18744,497,256,325,22,311,15884,4271
922,6001-2019,815521,182647,18271,544635,15726,91612,1298361,370051
923,6001-2020,814824,181844,18625,555347,15917,93287,1303865,375979
924,6001-2021,788303,176233,18210,557372,15743,92695,1278888,369668
927,6003-2019,748,4,291,19,0,51,973,140
928,6003-2020,830,5,292,22,0,49,1038,160
929,6003-2021,860,4,293,23,1,54,1079,156
932,6005-2019,35542,1072,925,660,118,1376,33888,5805
933,6005-2020,36213,1142,920,698,143,1425,34428,6113
934,6005-2021,36747,1240,883,753,155,1481,34847,6412
937,6007-2019,186947,4202,5736,11088,638,10115,180789,37937
938,6007-2020,178774,4122,5658,10888,636,10005,172142,37941
939,6007-2021,176639,4173,5655,10963,648,10231,169884,38425
942,6009-2019,41960,495,919,832,127,1786,40134,5985
943,6009-2020,41050,513,942,849,124,1849,39229,6098
944,6009-2021,41692,539,955,954,131,1950,39698,6523
947,6011-2019,19530,285,605,336,134,584,8552,12922
948,6011-2020,19824,322,608,352,139,608,8571,13282
949,6011-2021,19870,327,633,342,139,606,8491,13426
952,6013-2019,746482,109467,12201,212928,7088,64717,853071,299812
953,6013-2020,749367,111039,12562,218999,7255,66340,856789,308773
954,6013-2021,739560,110628,12708,224326,7385,66806,850608,310805
957,6015-2019,21728,977,2760,891,55,1492,22232,5671
958,6015-2020,21536,993,2720,900,60,1500,22005,5704
959,6015-2021,21784,1070,2733,905,65,1543,22164,5936
962,6017-2019,170906,2016,2565,9486,428,7656,167607,25450
963,6017-2020,168501,2086,2602,9566,472,7887,165373,25741
964,6017-2021,169554,2148,2632,10155,486,8246,166642,26579
967,6019-2019,759091,58696,30904,114001,2959,32196,462086,535761
968,6019-2020,766207,59227,31716,115732,2996,33088,460335,548631
969,6019-2021,766925,59787,32038,117905,3067,33859,458948,554633
972,6021-2019,25346,372,939,861,64,863,16369,12076
973,6021-2020,25727,416,970,856,68,856,16369,12524
974,6021-2021,25607,421,974,868,73,862,16143,12662
977,6023-2019,112869,1994,8669,4002,455,7850,119283,16556
978,6023-2020,113021,2036,8783,3995,481,8035,119134,17217
979,6023-2021,112646,2107,8790,4060,495,8212,118696,17614
982,6025-2019,162718,6061,4479,3841,368,2972,26953,153486
983,6025-2020,161745,5981,4541,3818,380,3024,25965,153524
984,6025-2021,161836,6120,4631,3849,383,3032,25582,154269
987,6027-2019,14313,211,2461,312,30,666,13745,4248
988,6027-2020,15110,228,2676,302,27,680,14460,4563
989,6027-2021,15016,220,2669,334,27,704,14315,4655
992,6029-2019,736507,56825,24502,49301,2424,29339,409201,489697
993,6029-2020,744782,57214,24985,50254,2492,30270,405699,504298
994,6029-2021,748959,58260,25514,51496,2554,30890,402436,515237
997,6031-2019,123422,11455,4877,6677,516,5780,68393,84334
998,6031-2020,123318,11313,4835,6691,549,5921,67357,85270
999,6031-2021,123781,11415,4915,6825,558,5949,66670,86773
1002,6033-2019,56020,1361,2906,908,211,3057,50295,14168
1003,6033-2020,59086,1420,3154,961,221,3332,52490,15684
1004,6033-2021,59419,1410,3245,1001,231,3460,52305,16461
1007,6035-2019,24811,2582,1337,486,265,1213,24714,5980
1008,6035-2020,26543,2665,1447,529,277,1258,26257,6462
1009,6035-2021,26770,2752,1469,577,297,1294,26365,6794
1012,6037-2019,7044004,900628,146210,1561422,36698,322640,5170149,4841453
1013,6037-2020,7029495,896779,147509,1552230,36502,326650,5115041,4874124
1014,6037-2021,6901193,881356,146475,1538016,36203,326301,5004555,4824989
1017,6039-2019,134287,6627,7144,4044,470,4145,64546,92171
1018,6039-2020,134122,6564,7155,4099,475,4205,63021,93599
1019,6039-2021,136176,6713,7251,4399,477,4394,63397,96013
1022,6041-2019,220725,7327,2609,17122,700,10602,216989,42096
1023,6041-2020,222303,7493,2703,17600,694,10983,218301,43475
1024,6041-2021,220329,7628,2644,17872,684,11049,216516,43690
1027,6043-2019,15289,213,612,278,37,688,15032,2085
1028,6043-2020,15244,229,635,288,39,689,14933,2191
1029,6043-2021,15234,239,627,310,43,694,14782,2365
1032,6045-2019,74749,964,5697,1938,222,3362,64299,22633
1033,6045-2020,78365,1013,6090,2075,232,3579,66978,24376
1034,6045-2021,78206,1011,6062,2149,242,3635,66463,24842
1037,6047-2019,226784,11035,7059,22154,1093,8989,108355,168759
1038,6047-2020,230455,11241,7302,22241,1129,9358,107539,174187
1039,6047-2021,233595,11630,7601,22665,1184,9786,107525,178936
1042,6049-2019,7794,128,468,114,32,330,7511,1355
1043,6049-2020,7583,129,465,107,31,343,7336,1322
1044,6049-2021,7552,140,470,123,35,341,7329,1332
1047,6051-2019,13007,136,424,358,53,472,10572,3878
1048,6051-2020,11840,139,405,316,49,457,9571,3635
1049,6051-2021,11864,149,404,301,50,479,9647,3600
1052,6053-2019,358063,14855,11388,29310,2566,17198,176188,257192
1053,6053-2020,362349,15017,11667,29433,2568,17466,174968,263532
1054,6053-2021,360898,15023,11680,29512,2565,17647,173075,264250
1057,6055-2019,114982,3360,1761,12330,582,4663,90324,47354
1058,6055-2020,114820,3401,1771,12348,588,4680,89288,48320
1059,6055-2021,113122,3563,1750,12413,599,4760,87769,48438
1062,6057-2019,92977,594,1311,1417,212,3137,89932,9716
1063,6057-2020,95207,636,1342,1508,217,3289,92074,10125
1064,6057-2021,95963,681,1369,1694,219,3561,93009,10478
1067,6059-2019,2240082,68026,32929,700655,12173,116986,2100481,1070370
1068,6059-2020,2237198,69517,33515,712002,12277,119592,2099261,1084840
1069,6059-2021,2208819,70469,33448,721900,12318,120855,2087216,1080593
1072,6061-2019,333763,7803,4247,33382,1092,18631,341250,57668
1073,6061-2020,337391,8239,4370,35248,1203,19290,345380,60361
1074,6061-2021,340079,8773,4452,37382,1314,20300,349627,62673
1077,6063-2019,17269,204,590,203,35,751,17271,1781
1078,6063-2020,17920,215,604,214,38,778,17829,1940
1079,6063-2021,18007,233,632,218,39,786,17857,2058
1082,6065-2019,1953477,180575,48568,179722,11391,91836,1234106,1231463
1083,6065-2020,1914840,178641,48369,178072,11377,91465,1189438,1233326
1084,6065-2021,1935002,183229,49421,184649,11757,94337,1190780,1267615
1087,6067-2019,967494,167775,24587,267347,19811,104646,1184574,367086
1088,6067-2020,982956,171637,25488,276398,20541,109221,1204040,382201
1089,6067-2021,976007,172836,25594,282159,20965,111360,1201467,387454
1092,6069-2019,54645,1070,1956,2534,308,2290,24741,38062
1093,6069-2020,55796,1125,2054,2765,359,2408,24888,39619
1094,6069-2021,57232,1199,2140,3126,396,2584,25317,41360
1097,6071-2019,1656335,205695,46214,178370,10681,79984,994240,1183039
1098,6071-2020,1656721,205530,46935,181501,10808,81245,979002,1203738
1099,6071-2021,1659921,206374,47910,187149,10992,82364,970025,1224685
1102,6073-2019,2500540,184615,44335,422456,19907,158606,2194969,1135490
1103,6073-2020,2469893,182909,44321,420502,19745,159882,2156896,1140356
1104,6073-2021,2452765,183071,44454,423890,19816,162073,2140886,1145183
1107,6075-2019,461967,48579,6526,316685,4004,41065,745518,133308
1108,6075-2020,454479,48347,6457,315510,3963,41258,736208,133806
1109,6075-2021,416171,46164,6221,303648,3817,39180,687171,128030
1112,6077-2019,499544,63301,15599,134552,6443,42132,441978,319593
1113,6077-2020,508668,65088,16192,140329,6729,43511,448037,332480
1114,6077-2021,509495,65791,16521,146305,6939,44359,450079,339331
1117,6079-2019,251007,5719,3986,11278,516,10222,217895,64833
1118,6079-2020,250062,5911,4050,11387,534,10287,215953,66278
1119,6079-2021,250298,6092,4092,11641,544,10492,215857,67302
1122,6081-2019,452173,21152,6696,235795,11317,37677,582244,182566
1123,6081-2020,446904,21018,6718,238937,11060,37816,579685,182768
1124,6081-2021,428307,20311,6597,234680,10673,37320,561041,176847
1127,6083-2019,379763,10778,9669,26831,1215,17208,240620,204844
1128,6083-2020,381401,10866,9913,26812,1243,17861,238496,209600
1129,6083-2021,379804,10720,10001,26561,1247,18142,235711,210764
1132,6085-2019,996284,54176,22762,756911,10116,82162,1445642,476769
1133,6085-2020,989431,55157,23059,769864,9993,83094,1448739,481859
1134,6085-2021,952310,54190,22742,764874,9711,81681,1413990,471518
1137,6087-2019,236995,3959,5290,14348,539,11739,180540,92330
1138,6087-2020,234530,3967,5277,14223,551,11805,177799,92554
1139,6087-2021,231967,3972,5212,14245,572,11824,175643,92149
1142,6089-2019,157216,2161,5711,5622,411,8524,160547,19098
1143,6089-2020,158724,2255,5819,5801,437,8857,161899,19994
1144,6089-2021,158246,2367,5902,6080,447,9097,161442,20697
1147,6091-2019,2734,21,78,27,5,94,2582,377
1148,6091-2020,3005,18,82,27,5,91,2820,408
1149,6091-2021,3048,20,84,28,5,98,2857,426
1152,6093-2019,37485,661,2215,672,172,2458,37880,5783
1153,6093-2020,37637,671,2292,689,169,2504,37996,5966
1154,6093-2021,37640,682,2297,754,181,2564,37993,6125
1157,6095-2019,265008,66095,5740,72983,4660,32948,325586,121848
1158,6095-2020,267608,67005,5977,74223,4846,33615,326391,126883
1159,6095-2021,265226,66677,5949,75241,4866,33757,322633,129083
1162,6097-2019,426239,10129,10999,22712,2000,20239,358124,134194
1163,6097-2020,421688,10322,11048,22763,2016,20508,352067,136278
1164,6097-2021,418395,10407,11122,23147,2020,20796,348277,137610
1167,6099-2019,456062,19612,11622,33828,5178,23459,288058,261703
1168,6099-2020,457318,19943,11931,34123,5243,24152,283865,268845
1169,6099-2021,456080,20255,12000,34716,5360,24588,279402,273597
1172,6101-2019,70146,2631,2313,16772,406,4642,66194,30716
1173,6101-2020,71732,2749,2430,17369,395,4805,67282,32198
1174,6101-2021,71181,2748,2385,17389,397,4963,66469,32594
1177,6103-2019,58759,704,2203,943,147,2430,48291,16895
1178,6103-2020,59102,709,2249,953,156,2446,48029,17586
1179,6103-2021,58865,748,2214,984,170,2517,47623,17875
1182,6105-2019,10731,95,635,181,31,664,11414,923
1183,6105-2020,13928,119,854,294,34,859,14861,1227
1184,6105-2021,13840,117,845,342,34,882,14791,1269
1187,6107-2019,409960,10324,12965,18947,1168,12387,160188,305563
1188,6107-2020,416298,10692,13380,19354,1201,12811,159719,314017
1189,6107-2021,418462,10968,13565,19745,1214,13100,159033,318021
1192,6109-2019,49071,1088,1224,800,149,1958,47375,6915
1193,6109-2020,50062,1227,1240,827,155,2005,48195,7321
1194,6109-2021,50115,1327,1252,866,169,2081,48189,7621
1197,6111-2019,708366,20064,15850,66768,2458,30697,481098,363105
1198,6111-2020,706129,20342,16080,66651,2490,31229,474653,368268
1199,6111-2021,701969,20466,16182,66958,2536,31673,469792,369992
1202,6113-2019,162217,6591,3967,33292,1258,12694,149934,70085
1203,6113-2020,159061,6646,3910,32622,1266,12750,146253,70002
1204,6113-2021,158550,6901,3961,33038,1252,13284,146227,70759
1207,6115-2019,61384,3484,2264,5856,450,5111,55583,22966
1208,6115-2020,63642,3782,2398,6241,484,5385,57399,24533
1209,6115-2021,64276,4020,2534,6491,500,5600,58008,25413
1212,8001-2019,441767,21072,12353,23240,1243,16900,306195,210380
1213,8001-2020,443946,21427,12657,23420,1304,17409,304864,215299
1214,8001-2021,444924,21728,12748,23655,1355,17730,303744,218396
1217,8003-2019,14150,305,917,266,49,513,8463,7737
1218,8003-2020,14252,351,911,264,55,529,8514,7848
1219,8003-2021,14421,337,930,265,55,539,8566,7981
1222,8005-2019,500729,75482,7765,43025,2139,26911,526663,129388
1223,8005-2020,497939,76342,7824,43285,2192,27530,522929,132183
1224,8005-2021,496029,77041,8027,43439,2227,28137,520174,134726
1227,8007-2019,12817,106,477,166,18,344,11342,2586
1228,8007-2020,12209,123,498,175,19,400,10951,2473
1229,8007-2021,12534,128,521,165,21,421,11238,2552
1232,8009-2019,3395,39,78,14,0,94,3208,412
1233,8009-2020,3229,44,88,15,0,110,3066,420
1234,8009-2021,3243,47,87,14,0,123,3085,429
1237,8011-2019,4772,407,198,82,7,112,3779,1799
1238,8011-2020,4821,396,206,81,8,123,3780,1855
1239,8011-2021,4909,420,203,84,8,135,3839,1920
1242,8013-2019,293627,3866,2896,16124,244,9263,280902,45118
1243,8013-2020,297608,4005,2989,16403,257,9549,284586,46225
1244,8013-2021,296250,4071,2955,16365,263,9639,283163,46380
1247,8014-2019,61928,1070,570,4839,99,2111,61611,9006
1248,8014-2020,65103,1209,596,5250,95,2260,64796,9717
1249,8014-2021,65578,1276,626,5444,119,2282,65160,10165
1252,8015-2019,19093,370,309,178,17,352,18301,2018
1253,8015-2020,18259,371,339,191,22,389,17618,1953
1254,8015-2021,18755,386,347,189,19,378,18024,2050
1257,8017-2019,1718,14,28,35,1,28,1621,203
1258,8017-2020,1618,20,32,37,2,27,1528,208
1259,8017-2021,1585,22,33,39,2,26,1494,213
1262,8019-2019,9022,94,133,115,7,227,8889,709
1263,8019-2020,8802,107,137,121,7,230,8701,703
1264,8019-2021,8847,102,131,127,6,233,8720,726
1267,8021-2019,7479,83,338,73,14,182,3950,4219
1268,8021-2020,6749,86,332,74,14,209,3641,3823
1269,8021-2021,6881,88,346,79,14,204,3734,3878
1272,8023-2019,3407,85,207,56,10,107,1497,2375
1273,8023-2020,2998,108,216,56,11,117,1390,2116
1274,8023-2021,3081,118,225,56,11,134,1503,2122
1277,8025-2019,4931,651,208,70,1,128,4049,1940
1278,8025-2020,4870,619,209,73,1,121,3992,1901
1279,8025-2021,4950,650,210,75,1,126,4042,1970
1282,8027-2019,4845,75,65,25,1,108,4830,289
1283,8027-2020,4425,79,71,25,1,111,4428,284
1284,8027-2021,4735,83,70,34,1,122,4734,311
1287,8029-2019,29421,265,430,261,28,616,26294,4727
1288,8029-2020,29558,275,444,270,29,656,26369,4863
1289,8029-2021,29905,273,456,274,29,724,26708,4953
1292,8031-2019,586257,71027,12915,29479,1517,24313,513494,212014
1293,8031-2020,579388,70290,12819,29100,1567,24466,508661,208969
1294,8031-2021,573034,70184,12675,29052,1701,24817,505256,206207
1297,8033-2019,1909,9,69,6,2,47,1908,134
1298,8033-2020,2196,8,73,8,2,51,2156,182
1299,8033-2021,2251,9,75,9,2,51,2205,192
1302,8035-2019,314549,5791,1868,19189,397,10048,319744,32098
1303,8035-2020,320769,6278,1919,20131,435,10570,326085,34017
1304,8035-2021,327309,6860,2055,21348,469,10949,333028,35962
1307,8037-2019,52060,805,743,741,57,777,39000,16183
1308,8037-2020,52416,836,729,799,63,822,39248,16417
1309,8037-2021,52336,862,732,810,65,922,39392,16335
1312,8039-2019,25214,341,230,297,53,572,24653,2054
1313,8039-2020,24697,341,238,281,59,590,24039,2167
1314,8039-2021,25463,378,257,304,59,667,24791,2337
1317,8041-2019,600482,49580,10056,22701,2955,36155,593377,128552
1318,8041-2020,607714,50192,10368,23273,2961,37339,598929,132918
1319,8041-2021,611308,50645,10460,23905,3043,38506,601748,136119
1322,8043-2019,43789,1910,901,452,35,922,41531,6478
1323,8043-2020,44683,1906,921,457,44,970,42327,6654
1324,8043-2021,45227,2002,961,455,45,971,42842,6819
1327,8045-2019,56416,784,1006,553,110,1162,42631,17400
1328,8045-2020,58003,829,1055,593,108,1188,43518,18258
1329,8045-2021,58215,867,1092,609,117,1261,43516,18645
1332,8047-2019,5818,81,87,95,15,136,5780,452
1333,8047-2020,5364,94,92,93,14,153,5349,461
1334,8047-2021,5421,88,94,91,15,164,5412,461
1337,8049-2019,15000,158,149,131,26,284,14206,1542
1338,8049-2020,14956,174,146,139,25,293,14175,1558
1339,8049-2021,15074,172,161,140,20,293,14296,1564
1342,8051-2019,16404,104,499,146,4,323,15786,1694
1343,8051-2020,15821,101,507,159,4,353,15277,1668
1344,8051-2021,16137,117,504,160,5,358,15568,1713
1347,8053-2019,738,12,11,8,0,20,740,49
1348,8053-2020,746,11,10,7,0,20,746,48
1349,8053-2021,733,10,10,7,0,21,733,48
1352,8055-2019,6099,100,371,61,19,218,4583,2285
1353,8055-2020,6018,100,375,69,23,225,4521,2289
1354,8055-2021,6108,106,367,72,23,244,4663,2257
1357,8057-2019,1326,1,37,10,1,22,1224,173
1358,8057-2020,1308,2,38,9,0,19,1190,186
1359,8057-2021,1295,6,36,8,0,18,1187,176
1362,8059-2019,532941,8641,7204,18042,755,15217,491871,90929
1363,8059-2020,531893,9012,7293,18385,790,15555,490905,92023
1364,8059-2021,528212,9207,7159,18484,786,15733,487482,92099
1367,8061-2019,1349,9,19,7,5,28,1297,120
1368,8061-2020,1381,11,17,7,4,32,1322,130
1369,8061-2021,1384,12,18,7,4,27,1312,140
1372,8063-2019,6796,58,99,54,13,141,5809,1352
1373,8063-2020,6678,63,110,53,15,145,5713,1351
1374,8063-2021,6544,63,116,56,15,156,5657,1293
1377,8065-2019,7533,74,215,60,4,186,5203,2869
1378,8065-2020,6838,70,231,76,5,189,4743,2666
1379,8065-2021,6829,77,235,76,6,184,4803,2604
1382,8067-2019,49798,375,4352,417,50,1448,49168,7272
1383,8067-2020,48959,410,4320,419,58,1476,48397,7245
1384,8067-2021,49460,458,4352,468,55,1457,48936,7314
1387,8069-2019,330530,4309,3846,8454,362,9740,314652,42589
1388,8069-2020,332141,4490,4030,8513,400,10112,315632,44054
1389,8069-2021,334300,4611,4124,8596,410,10492,317516,45017
1392,8071-2019,12966,319,559,208,21,342,8562,5853
1393,8071-2020,13095,324,564,215,20,346,8682,5882
1394,8071-2021,13075,336,572,228,20,402,8680,5953
1397,8073-2019,5130,315,84,57,5,103,4847,847
1398,8073-2020,5066,314,94,63,12,120,4804,865
1399,8073-2021,5044,332,96,69,17,130,4789,899
1402,8075-2019,20420,1017,399,218,28,327,18553,3856
1403,8075-2020,19489,1007,403,216,28,352,17752,3743
1404,8075-2021,19436,1024,404,219,28,376,17667,3820
1407,8077-2019,145213,1433,2389,1576,212,3729,131608,22944
1408,8077-2020,146251,1530,2466,1609,209,3874,132363,23576
1409,8077-2021,147356,1602,2535,1676,221,3945,133305,24030
